Name,ID,AI capability,Exp,Trial,Feature Time,Feature Location,Feature Element,Feature Landform,Prior Intensity,Element Prior,Reality Mine,Prior Reality,AI advice,AI ACC,Advice Prior,Choice,SuccessOrNot,RT(ms),Timeout,FollowOrNot,Trust,Energy Points,d_Energy Points,Trust_0,QuestionID,System Time
mx,2002,Low,1,16,2002,北半球,嫦娥石,高地,Medium,Big,Small,0,Big,0,1,Big,0,3000,0,1,70,780,-100,60,33,2024.8.26.13.07.50
mx,2002,Low,1,17,2008,北半球,苏长岩,龙纹地貌,Medium,Big,Big,1,Small,0,0,Small,0,3000,0,1,55,770,-10,60,22,2024.8.26.13.07.55
mx,2002,Low,1,18,2015,南半球,月球玄武岩,环形山,Medium,Small,Small,1,Big,0,0,Big,0,2000,0,1,45,670,-100,60,30,2024.8.26.13.07.59
mx,2002,Low,1,19,2018,北半球,月球玄武岩,龙纹地貌,Null,Null,Big,Null,Big,1,Null,Small,0,3000,0,0,55,660,-10,60,57,2024.8.26.13.08.04
mx,2002,Low,1,20,2015,南半球,月球玄武岩,低地,High,Small,Big,0,Big,1,0,Big,1,3000,0,1,55,760,100,60,20,2024.8.26.13.08.08
mx,2002,Low,1,21,2012,北半球,嫦娥石,低地,Null,Null,Big,Null,Small,0,Null,Small,0,3000,0,1,80,750,-10,60,47,2024.8.26.13.08.18
mx,2002,Low,1,22,2019,南半球,嫦娥石,低地,Null,Null,Big,Null,Small,0,Null,Small,0,3000,0,1,65,740,-10,60,58,2024.8.26.13.08.24
mx,2002,Low,1,23,2004,南半球,月球玄武岩,低地,High,Small,Small,1,Big,0,0,Small,1,5000,0,0,85,750,10,60,6,2024.8.26.13.08.30
mx,2002,Low,1,24,2009,南半球,月球角砾石,环形山,Null,Null,Small,Null,Big,0,Null,Big,0,3000,0,1,50,650,-100,60,43,2024.8.26.13.08.37
mx,2002,Low,1,25,2001,南半球,嫦娥石,环形山,Medium,Big,Big,1,Small,0,0,Small,0,3000,0,1,75,640,-10,60,35,2024.8.26.13.08.42
mx,2002,Low,1,26,2015,南半球,月球玄武岩,龙纹地貌,Null,Null,Big,Null,Big,1,Null,Big,1,2000,0,1,55,740,100,60,50,2024.8.26.13.08.47
mx,2002,Low,1,27,2007,南半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Small,1,2000,0,1,90,750,10,60,9,2024.8.26.13.08.51
mx,2002,Low,1,28,2012,北半球,月球角砾石,低地,Medium,Small,Small,1,Small,1,1,Small,1,2000,0,1,80,760,10,60,27,2024.8.26.13.08.55
mx,2002,Low,1,29,2012,北半球,月球玄武岩,低地,High,Small,Small,1,Big,0,0,Big,0,3000,0,1,80,660,-100,60,17,2024.8.26.13.09.05
mx,2002,Low,1,30,2002,北半球,嫦娥石,低地,Null,Null,Big,Null,Small,0,Null,Small,0,3000,0,1,75,650,-10,60,60,2024.8.26.13.09.10
mx,2002,Low,1,31,2016,南半球,嫦娥石,低地,Null,Null,Small,Null,Big,0,Null,Null,0,0,1,0,Null,550,-100,60,56,2024.8.26.13.09.17
mx,2002,Low,1,32,2014,北半球,月球角砾石,环形山,Null,Null,Small,Null,Small,1,Null,Null,0,0,1,0,Null,450,-100,60,53,2024.8.26.13.09.33
mx,2002,Low,1,33,2010,南半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Big,1,4000,0,1,95,550,100,60,14,2024.8.26.13.10.04
mx,2002,Low,1,34,2013,北半球,苏长岩,低地,Medium,Small,Big,0,Small,0,1,Small,0,3000,0,1,65,540,-10,60,28,2024.8.26.13.10.19
mx,2002,Low,1,35,2013,北半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Small,1,4000,0,1,55,550,10,60,18,2024.8.26.13.10.24
mx,2002,Low,1,36,2014,北半球,嫦娥石,低地,Null,Null,Small,Null,Big,0,Null,Small,1,3000,0,0,65,560,10,60,49,2024.8.26.13.10.41
mx,2002,Low,1,37,2013,北半球,月球玄武岩,龙纹地貌,Null,Null,Big,Null,Big,1,Null,Big,1,3000,0,1,85,660,100,60,48,2024.8.26.13.10.53
mx,2002,Low,1,38,2008,北半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Null,0,0,1,0,Null,560,-100,60,12,2024.8.26.13.11.14
mx,2002,Low,1,39,2010,南半球,月球角砾石,高地,Null,Null,Small,Null,Big,0,Null,Big,0,3000,0,1,70,460,-100,60,45,2024.8.26.13.11.31
mx,2002,Low,1,40,2011,北半球,苏长岩,高地,Null,Null,Big,Null,Big,1,Null,Small,0,2000,0,0,60,450,-10,60,51,2024.8.26.13.11.38
mx,2002,Low,1,41,2011,南半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Small,1,3000,0,1,80,460,10,60,16,2024.8.26.13.11.50
mx,2002,Low,1,42,2004,南半球,月球角砾石,低地,Medium,Small,Small,1,Small,1,1,Null,0,0,1,0,Null,360,-100,60,36,2024.8.26.13.12.21
mx,2002,Low,1,43,2011,南半球,月球玄武岩,龙纹地貌,Null,Null,Small,Null,Small,1,Null,Small,1,3000,0,1,70,370,10,60,46,2024.8.26.13.12.42
mx,2002,Low,1,44,2008,南半球,月球角砾石,低地,Medium,Small,Small,1,Small,1,1,Small,1,3000,0,1,90,380,10,60,40,2024.8.26.13.12.56
mx,2002,Low,1,45,2014,北半球,月球玄武岩,低地,High,Small,Small,1,Big,0,0,Small,1,3000,0,0,85,390,10,60,19,2024.8.26.13.13.05
mx,2002,Low,1,46,2014,南半球,苏长岩,高地,Null,Null,Small,Null,Big,0,Null,Small,1,3000,0,0,60,400,10,60,54,2024.8.26.13.13.12
mx,2002,Low,1,47,2010,南半球,苏长岩,高地,Null,Null,Small,Null,Small,1,Null,Small,1,3000,0,1,60,410,10,60,44,2024.8.26.13.13.18
mx,2002,Low,1,48,2007,南半球,苏长岩,低地,Medium,Small,Big,0,Small,0,1,Small,0,3000,0,1,75,400,-10,60,39,2024.8.26.13.13.23
mx,2002,Low,1,49,2009,南半球,月球角砾石,龙纹地貌,Medium,Big,Small,0,Small,1,0,Small,1,3000,0,1,75,410,10,60,23,2024.8.26.13.13.28
mx,2002,Low,1,50,2008,南半球,月球玄武岩,低地,High,Small,Big,0,Small,0,1,Small,0,3000,0,1,70,400,-10,60,10,2024.8.26.13.13.32
mx,2002,Low,1,51,2001,北半球,嫦娥石,龙纹地貌,High,Big,Big,1,Small,0,0,Big,1,3000,0,0,60,500,100,60,2,2024.8.26.13.13.41
mx,2002,Low,1,52,2015,北半球,月球角砾石,高地,Null,Null,Small,Null,Small,1,Null,Big,0,3000,0,0,70,400,-100,60,55,2024.8.26.13.13.47
mx,2002,Low,1,53,2014,北半球,月球玄武岩,高地,Medium,Small,Big,0,Big,1,0,Small,0,3000,0,0,55,390,-10,60,29,2024.8.26.13.13.53
mx,2002,Low,1,54,2004,北半球,月球玄武岩,高地,Medium,Small,Small,1,Big,0,0,Big,0,3000,0,1,80,290,-100,60,37,2024.8.26.13.13.57
mx,2002,Low,1,55,2000,北半球,苏长岩,龙纹地貌,Medium,Big,Big,1,Small,0,0,Big,1,3000,0,0,80,390,100,60,31,2024.8.26.13.14.02
mx,2002,Low,1,56,2003,南半球,月球角砾石,龙纹地貌,Medium,Big,Small,0,Small,1,0,Big,0,3000,0,0,85,290,-100,60,34,2024.8.26.13.14.08
mx,2002,Low,1,57,2002,北半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Big,1,3000,0,1,80,390,100,60,3,2024.8.26.13.14.13
mx,2002,Low,1,58,2011,南半球,月球玄武岩,高地,Medium,Small,Small,1,Big,0,0,Big,0,3000,0,1,90,290,-100,60,26,2024.8.26.13.14.19
mx,2002,Low,1,59,2009,南半球,嫦娥石,龙纹地貌,High,Big,Big,1,Small,0,0,Big,1,3000,0,0,65,390,100,60,13,2024.8.26.13.14.24
mx,2002,Low,1,60,2010,南半球,苏长岩,龙纹地貌,Medium,Big,Big,1,Big,1,1,Big,1,3000,0,1,75,490,100,60,25,2024.8.26.13.14.29
Name,ID,AI capability,Exp,Trial,Feature Time,Feature Location,Feature Element,Feature Landform,Prior Intensity,Element Prior,Reality Mine,Prior Reality,AI advice,AI ACC,Advice Prior,Choice,SuccessOrNot,RT(ms),Timeout,FollowOrNot,Trust,Energy Points,d_Energy Points,Trust_0,QuestionID,System Time
mx,2002,High,1,1,2011,南半球,月球玄武岩,龙纹地貌,Null,Null,Big,Null,Big,1,Null,Big,1,3000,0,1,70,1100,100,60,116,2024.8.26.13.15.51
mx,2002,High,1,2,2015,南半球,月球角砾石,低地,Medium,Small,Small,1,Small,1,1,Small,1,3000,0,1,65,1110,10,60,96,2024.8.26.13.16.07
mx,2002,High,1,3,2019,南半球,嫦娥石,低地,Null,Null,Small,Null,Small,1,Null,Small,1,3000,0,1,75,1120,10,60,108,2024.8.26.13.16.21
mx,2002,High,1,4,2016,北半球,月球玄武岩,环形山,Medium,Small,Small,1,Small,1,1,Small,1,5000,0,1,55,1130,10,60,97,2024.8.26.13.16.41
mx,2002,High,1,5,2008,南半球,苏长岩,环形山,Null,Null,Small,Null,Small,1,Null,Small,1,3000,0,1,65,1140,10,60,112,2024.8.26.13.16.50
mx,2002,High,1,6,2014,北半球,嫦娥石,环形山,Medium,Big,Big,1,Big,1,1,Big,1,3000,0,1,45,1240,100,60,95,2024.8.26.13.16.56
mx,2002,High,1,7,2014,北半球,月球玄武岩,高地,Medium,Small,Big,0,Big,1,0,Big,1,3000,0,1,65,1340,100,60,89,2024.8.26.13.17.11
mx,2002,High,1,8,2020,南半球,月球角砾石,低地,Medium,Small,Small,1,Small,1,1,Small,1,3000,0,1,75,1350,10,60,100,2024.8.26.13.17.16
mx,2002,High,1,9,2014,南半球,月球角砾石,龙纹地貌,Medium,Big,Small,0,Small,1,0,Small,1,3000,0,1,75,1360,10,60,94,2024.8.26.13.17.20
mx,2002,High,1,10,2010,南半球,苏长岩,高地,Null,Null,Big,Null,Big,1,Null,Big,1,3000,0,1,85,1460,100,60,114,2024.8.26.13.17.26
mx,2002,High,1,11,2006,北半球,苏长岩,高地,Null,Null,Small,Null,Small,1,Null,Null,0,0,1,0,Null,1360,-100,60,111,2024.8.26.13.17.38
mx,2002,High,1,12,2010,北半球,苏长岩,龙纹地貌,Medium,Big,Big,1,Big,1,1,Big,1,4000,0,1,65,1460,100,60,85,2024.8.26.13.17.53
mx,2002,High,1,13,2019,南半球,月球玄武岩,龙纹地貌,Null,Null,Small,Null,Big,0,Null,Big,0,4000,0,1,65,1360,-100,60,118,2024.8.26.13.18.05
mx,2002,High,1,14,2001,北半球,嫦娥石,龙纹地貌,High,Big,Small,0,Small,1,0,Big,0,6000,0,0,30,1260,-100,60,65,2024.8.26.13.18.11
mx,2002,High,1,15,2012,南半球,苏长岩,环形山,Null,Null,Small,Null,Big,0,Null,Big,0,5000,0,1,55,1160,-100,60,102,2024.8.26.13.18.34
mx,2002,High,1,16,2020,北半球,嫦娥石,低地,Null,Null,Big,Null,Big,1,Null,Big,1,4000,0,1,55,1260,100,60,119,2024.8.26.13.18.44
mx,2002,High,1,17,2004,北半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Small,1,3000,0,1,35,1270,10,60,67,2024.8.26.13.18.52
mx,2002,High,1,18,2013,南半球,苏长岩,低地,Medium,Small,Big,0,Big,1,0,Big,1,3000,0,1,85,1370,100,60,88,2024.8.26.13.19.40
mx,2002,High,1,19,2008,南半球,苏长岩,龙纹地貌,Medium,Big,Big,1,Small,0,0,Big,1,8000,0,0,55,1470,100,60,82,2024.8.26.13.19.58
mx,2002,High,1,20,2006,北半球,嫦娥石,高地,Medium,Big,Big,1,Big,1,1,Null,0,0,1,0,Null,1370,-100,60,81,2024.8.26.13.20.13
mx,2002,High,1,21,2006,南半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Small,1,3000,0,1,45,1380,10,60,78,2024.8.26.13.20.31
mx,2002,High,1,22,2018,南半球,月球玄武岩,高地,Medium,Small,Big,0,Small,0,1,Small,0,5000,0,1,70,1370,-10,60,98,2024.8.26.13.20.38
mx,2002,High,1,23,2002,北半球,苏长岩,龙纹地貌,Medium,Big,Big,1,Big,1,1,Big,1,3000,0,1,40,1470,100,60,91,2024.8.26.13.20.46
mx,2002,High,1,24,2004,南半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Small,1,3000,0,1,55,1480,10,60,66,2024.8.26.13.20.53
mx,2002,High,1,25,2016,南半球,嫦娥石,低地,Null,Null,Big,Null,Big,1,Null,Big,1,5000,0,1,65,1580,100,60,106,2024.8.26.13.21.01
mx,2002,High,1,26,2001,南半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Big,1,4000,0,1,80,1680,100,60,62,2024.8.26.13.21.08
mx,2002,High,1,27,2007,北半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Small,1,3000,0,1,50,1690,10,60,69,2024.8.26.13.21.16
mx,2002,High,1,28,2001,北半球,嫦娥石,龙纹地貌,High,Big,Small,0,Big,0,1,Big,0,4000,0,1,55,1590,-100,60,75,2024.8.26.13.21.23
mx,2002,High,1,29,2003,南半球,嫦娥石,龙纹地貌,High,Big,Big,1,Small,0,0,Big,1,4000,0,0,80,1690,100,60,64,2024.8.26.13.21.30
mx,2002,High,1,30,2007,北半球,月球玄武岩,龙纹地貌,Null,Null,Big,Null,Small,0,Null,Small,0,5000,0,1,50,1680,-10,60,109,2024.8.26.13.21.36
mx,2002,High,1,31,2009,北半球,月球角砾石,龙纹地貌,Medium,Big,Small,0,Small,1,0,Small,1,3000,0,1,60,1690,10,60,83,2024.8.26.13.21.46
mx,2002,High,1,32,2008,南半球,月球玄武岩,低地,High,Small,Big,0,Big,1,0,Big,1,4000,0,1,70,1790,100,60,70,2024.8.26.13.21.51
mx,2002,High,1,33,2009,北半球,月球角砾石,环形山,Null,Null,Big,Null,Small,0,Null,Small,0,3000,0,1,80,1780,-10,60,113,2024.8.26.13.21.56
mx,2002,High,1,34,2008,南半球,嫦娥石,低地,Null,Null,Small,Null,Small,1,Null,Big,0,2000,0,0,70,1680,-100,60,110,2024.8.26.13.22.00
mx,2002,High,1,35,2001,南半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Big,1,3000,0,1,100,1780,100,60,72,2024.8.26.13.22.05
mx,2002,High,1,36,2018,北半球,嫦娥石,低地,Null,Null,Small,Null,Small,1,Null,Small,1,4000,0,1,85,1790,10,60,117,2024.8.26.13.22.10
mx,2002,High,1,37,2000,北半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Big,1,3000,0,1,60,1890,100,60,61,2024.8.26.13.22.15
mx,2002,High,1,38,2015,南半球,月球玄武岩,环形山,Medium,Small,Small,1,Big,0,0,Small,1,3000,0,0,60,1900,10,60,90,2024.8.26.13.22.20
mx,2002,High,1,39,2002,北半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Big,1,3000,0,1,60,2000,100,60,73,2024.8.26.13.22.25
mx,2002,High,1,40,2011,南半球,月球玄武岩,高地,Medium,Small,Small,1,Small,1,1,Small,1,4000,0,1,60,2010,10,60,86,2024.8.26.13.22.30
mx,2002,High,1,41,2008,南半球,月球玄武岩,低地,High,Small,Big,0,Small,0,1,Small,0,3000,0,1,60,2000,-10,60,80,2024.8.26.13.22.36
mx,2002,High,1,42,2004,南半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Small,1,3000,0,1,70,2010,10,60,76,2024.8.26.13.22.40
mx,2002,High,1,43,2002,北半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Big,1,3000,0,1,60,2110,100,60,63,2024.8.26.13.22.45
mx,2002,High,1,44,2003,南半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Big,1,3000,0,1,75,2210,100,60,74,2024.8.26.13.22.49
mx,2002,High,1,45,2010,北半球,月球角砾石,高地,Null,Null,Big,Null,Big,1,Null,Big,1,3000,0,1,70,2310,100,60,115,2024.8.26.13.22.54
mx,2002,High,1,46,2011,南半球,嫦娥石,环形山,Medium,Big,Big,1,Big,1,1,Big,1,3000,0,1,50,2410,100,60,92,2024.8.26.13.23.01
mx,2002,High,1,47,2002,北半球,苏长岩,高地,Null,Null,Small,Null,Small,1,Null,Big,0,11000,0,0,70,2310,-100,60,101,2024.8.26.13.23.07
mx,2002,High,1,48,2012,北半球,嫦娥石,高地,Medium,Big,Small,0,Big,0,1,Big,0,3000,0,1,100,2210,-100,60,93,2024.8.26.13.23.20
mx,2002,High,1,49,2019,北半球,苏长岩,低地,Medium,Small,Big,0,Big,1,0,Big,1,3000,0,1,75,2310,100,60,99,2024.8.26.13.23.25
mx,2002,High,1,50,2015,北半球,月球角砾石,高地,Null,Null,Big,Null,Big,1,Null,Small,0,3000,0,0,90,2300,-10,60,105,2024.8.26.13.23.30
mx,2002,High,1,51,2014,北半球,月球角砾石,环形山,Null,Null,Big,Null,Big,1,Null,Big,1,3000,0,1,100,2400,100,60,103,2024.8.26.13.23.36
mx,2002,High,1,52,2012,北半球,月球角砾石,低地,Medium,Small,Small,1,Small,1,1,Small,1,3000,0,1,100,2410,10,60,87,2024.8.26.13.23.41
mx,2002,High,1,53,2014,南半球,苏长岩,高地,Null,Null,Big,Null,Big,1,Null,Big,1,3000,0,1,100,2510,100,60,104,2024.8.26.13.23.46
mx,2002,High,1,54,2000,北半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Big,1,3000,0,1,50,2610,100,60,71,2024.8.26.13.23.51
mx,2002,High,1,55,2004,北半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Small,1,3000,0,1,65,2620,10,60,77,2024.8.26.13.24.01
mx,2002,High,1,56,2010,南半球,嫦娥石,环形山,Medium,Big,Small,0,Small,1,0,Small,1,3000,0,1,50,2630,10,60,84,2024.8.26.13.24.06
mx,2002,High,1,57,2006,南半球,月球玄武岩,低地,High,Small,Small,1,Big,0,0,Big,0,3000,0,1,80,2530,-100,60,68,2024.8.26.13.24.11
mx,2002,High,1,58,2007,北半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Small,1,3000,0,1,80,2540,10,60,79,2024.8.26.13.24.16
mx,2002,High,1,59,2018,北半球,月球玄武岩,龙纹地貌,Null,Null,Small,Null,Small,1,Null,Small,1,3000,0,1,70,2550,10,60,107,2024.8.26.13.24.22
mx,2002,High,1,60,2002,南半球,月球玄武岩,龙纹地貌,Null,Null,Small,Null,Small,1,Null,Small,1,3000,0,1,70,2560,10,60,120,2024.8.26.13.24.26
