Name,ID,AI capability,Exp,Trial,Feature Time,Feature Location,Feature Element,Feature Landform,Prior Intensity,Element Prior,Reality Mine,Prior Reality,AI advice,AI ACC,Advice Prior,Choice,SuccessOrNot,RT(ms),Timeout,FollowOrNot,Trust,Energy Points,d_Energy Points,Trust_0,QuestionID,System Time
wzy,2001,Low,1,31,2011,南半球,月球玄武岩,龙纹地貌,Null,Null,Small,Null,Small,1,Null,Null,0,0,1,0,Null,0,0,80,46,
wzy,2001,Low,1,32,2014,北半球,月球玄武岩,高地,Medium,Small,Big,0,Big,1,0,Null,0,0,1,0,Null,0,0,80,29,
wzy,2001,Low,1,33,2001,南半球,嫦娥石,环形山,Medium,Big,Big,1,Small,0,0,Null,0,0,1,0,Null,0,0,80,35,
wzy,2001,Low,1,34,2001,北半球,嫦娥石,龙纹地貌,High,Big,Big,1,Small,0,0,Null,0,0,1,0,Null,0,0,80,2,
wzy,2001,Low,1,35,2003,南半球,月球角砾石,龙纹地貌,Medium,Big,Small,0,Small,1,0,Null,0,0,1,0,Null,0,0,80,34,
wzy,2001,Low,1,36,2002,北半球,嫦娥石,低地,Null,Null,Big,Null,Small,0,Null,Null,0,0,1,0,Null,0,0,80,60,
wzy,2001,Low,1,37,2000,北半球,苏长岩,龙纹地貌,Medium,Big,Big,1,Small,0,0,Null,0,0,1,0,Null,0,0,80,31,
wzy,2001,Low,1,38,2004,南半球,月球角砾石,低地,Medium,Small,Small,1,Small,1,1,Null,0,0,1,0,Null,0,0,80,36,
wzy,2001,Low,1,39,2002,北半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Null,0,0,1,0,Null,0,0,80,3,
wzy,2001,Low,1,40,2013,北半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Null,0,0,1,0,Null,0,0,80,18,
wzy,2001,Low,1,41,2013,北半球,苏长岩,低地,Medium,Small,Big,0,Small,0,1,Null,0,0,1,0,Null,0,0,80,28,
wzy,2001,Low,1,42,2010,南半球,嫦娥石,环形山,Medium,Big,Small,0,Big,0,1,Null,0,0,1,0,Null,0,0,80,24,
wzy,2001,Low,1,43,2015,南半球,月球玄武岩,低地,High,Small,Big,0,Big,1,0,Null,0,0,1,0,Null,0,0,80,20,
wzy,2001,Low,1,44,2006,北半球,月球玄武岩,环形山,Medium,Small,Big,0,Big,1,0,Null,0,0,1,0,Null,0,0,80,38,
wzy,2001,Low,1,45,2015,北半球,月球角砾石,高地,Null,Null,Small,Null,Small,1,Null,Null,0,0,1,0,Null,0,0,80,55,
wzy,2001,Low,1,46,2006,北半球,月球玄武岩,低地,High,Small,Small,1,Big,0,0,Null,0,0,1,0,Null,0,0,80,8,
wzy,2001,Low,1,47,2014,南半球,苏长岩,高地,Null,Null,Small,Null,Big,0,Null,Null,0,0,1,0,Null,0,0,80,54,
wzy,2001,Low,1,48,2010,南半球,苏长岩,高地,Null,Null,Small,Null,Small,1,Null,Null,0,0,1,0,Null,0,0,80,44,
wzy,2001,Low,1,49,2008,南半球,月球角砾石,低地,Medium,Small,Small,1,Small,1,1,Null,0,0,1,0,Null,0,0,80,40,
wzy,2001,Low,1,50,2014,北半球,月球角砾石,环形山,Null,Null,Small,Null,Small,1,Null,Null,0,0,1,0,Null,0,0,80,53,
wzy,2001,Low,1,51,2000,北半球,嫦娥石,龙纹地貌,High,Big,Big,1,Big,1,1,Null,0,0,1,0,Null,0,0,80,1,
wzy,2001,Low,1,52,2002,北半球,嫦娥石,高地,Medium,Big,Small,0,Big,0,1,Null,0,0,1,0,Null,0,0,80,33,
wzy,2001,Low,1,53,2012,北半球,嫦娥石,低地,Null,Null,Big,Null,Small,0,Null,Null,0,0,1,0,Null,0,0,80,47,
wzy,2001,Low,1,54,2019,南半球,嫦娥石,低地,Null,Null,Big,Null,Small,0,Null,Null,0,0,1,0,Null,0,0,80,58,
wzy,2001,Low,1,55,2010,南半球,嫦娥石,龙纹地貌,High,Big,Small,0,Big,0,1,Null,0,0,1,0,Null,0,0,80,15,
wzy,2001,Low,1,56,2011,北半球,苏长岩,高地,Null,Null,Big,Null,Big,1,Null,Null,0,0,1,0,Null,0,0,80,51,
wzy,2001,Low,1,57,2020,南半球,月球玄武岩,龙纹地貌,Null,Null,Small,Null,Small,1,Null,Null,0,0,1,0,Null,0,0,80,59,
wzy,2001,Low,1,58,2011,南半球,月球玄武岩,低地,High,Small,Small,1,Small,1,1,Null,0,0,1,0,Null,0,0,80,16,
wzy,2001,Low,1,59,2006,南半球,嫦娥石,龙纹地貌,High,Big,Big,1,Small,0,0,Null,0,0,1,0,Null,0,0,80,11,
wzy,2001,Low,1,60,2015,南半球,月球玄武岩,龙纹地貌,Null,Null,Big,Null,Big,1,Null,Null,0,0,1,0,Null,0,0,80,50,
